CODIGO__MUESTRA,FECHA,NOMBRE DEL PUNTO DE MONITOREO,DEPARTAMENTO,MUNICIPIO,LATITUD,LONGITUD,Ammoniacal Nitrogen,BOD5,COD,Chloride,Dissolved Oxygen,Electrical Conductivity,Nitrate,Nitrite,Sulfate,Temperature,Total Suspended Solids,Turbidity,pH
26350,2017-05-10,RCA_SUMAPAZ_TOL_ICONONZO_PLAYA LA [21197030],TOLIMA,ICONONZO,4.19225,-74.500722222,0.3,,46.0,,7.9,15.65,0.1,0.006,,18.7,54.0,56.0,5.78
26351,2017-05-16,RCA_CUSIANA_BOY_PAJARITO_PAJARITO [35197190],BOYACÁ,PAJARITO,5.283472222,-72.70194444,0.3,,16.0,,7.4,82.3,0.1,0.006,,21.2,210.0,150.0,7.24
26352,2017-05-16,RCA_UNE_CUN_UNE_CARAZA [35027100],CUNDINAMARCA,UNE,4.428638889,-74.01019444,0.3,,31.0,,7.9,85.6,0.88,0.0077,,18.4,200.0,200.0,7.24
26353,2017-05-16,RCA_YAGUARA_HUI_YAGUARA_HDA.VENECIA [21087080],HUILA,YAGUARÁ,2.64,-75.54,0.3,,17.0,,,99.1,0.74,0.0081,,24.08,1510.0,2630.0,7.95
26354,2017-05-17,RCA_HACHA_CAQ_FLORENCIA_FLORENCIA [44037060],CAQUETA,FLORENCIA,1.621166667,-75.61922222,,,10.0,,8.1,30.5,,,,23.0,6.4,2.8,7.57
26357,2017-05-17,RCA_CUSIANA_CAS_MANI_MANI [35197180],CASANARE,MANÍ,4.817,-72.29138889,,,37.0,,6.2,86.8,,,,27.2,740.0,390.0,6.84
26358,2017-05-18,RCA_CRAVO SUR_CAS_YOPAL_PTE.YOPAL [35217010],CASANARE,YOPAL,5.369,-72.41372222,,,55.0,,7.8,125.0,,,,23.8,3130.0,1570.0,8.0
26359,2017-05-18,RCA_MAGDALENA_CUN_NARINO_NARINO [21237010],CUNDINAMARCA,NARIÑO,4.387777778,-74.838375,,,51.0,,10.2,149.0,,,,25.4,900.0,528.0,7.48
26360,2017-05-21,RCA_LENGUAZAQUE_CUN_LENGUAZAQUE_BOQUERON [24017610],CUNDINAMARCA,LENGUAZAQUE,5.32825,-73.69972222,0.3,,37.0,,7.0,124.0,0.61,0.0092,,16.1,50.0,48.0,6.34
26370,2017-05-22,RCA_MAGDALENA_HUI_GIGANTE_PASO DEL COLEGIO [21077020],HUILA,GIGANTE,2.462555556,-75.56686111,,,47.0,,7.1,109.0,,,,20.8,370.0,380.0,7.56
26371,2017-05-23,RCA_PAEZ_HUI_TESALIA_PAICOL [21057060],HUILA,TESALIA,2.46,-75.76,0.3,,35.0,,7.4,96.8,0.31,0.0067,,18.3,160.0,160.0,7.84
26372,2017-05-23,RCA_RECIO_TOL_VENADILLO_NUEVA LA [21257100],TOLIMA,VENADILLO,4.795083333,-74.97194444,0.3,,12.0,,7.3,,0.56,0.006,,19.4,37.0,32.0,7.43
26373,2017-05-20,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],BOYACÁ,GUICÁN,6.499555556,-72.37613889,0.3,,10.0,,6.7,32.4,0.13,,,12.7,6.0,3.4,7.2
26374,2017-05-20,RCA_CARDENILLO_BOY_GUICAN_RITACUBA NEGRO [24037630],BOYACÁ,GUICÁN,6.509055556,-72.3295,0.3,,10.0,,5.2,14.6,,,,10.5,34.0,2.0,4.32
26375,2017-05-21,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],BOYACÁ,GUICÁN,6.490361111,-72.407,0.3,,10.0,,7.3,56.6,,,,12.9,13.0,14.0,7.05
26376,2017-05-23,RCA_CHICAMOCHA_BOY_COVARACHIA_CAPITANEJO [24037390],SANTANDER,CAPITANEJO,6.5124028,-72.692761111,0.3,,26.0,,7.3,54.9,0.51,0.041,,22.7,260.0,270.0,7.78
26377,2017-05-21,RCA_SAN JORGE_COR_BUENAVISTA_MARRALU [25027120],CORDOBA,AYAPEL,8.32,-75.24,,,10.0,,5.1,109.0,,,,28.1,310.0,350.0,6.3
26378,2017-05-27,RCA_AMAZONAS_AMA_LETICIA_NAZARETH [48017030],AMAZONAS,LETICIA,-4.120194444,-70.03608333,0.3,,23.0,,4.4,137.0,0.35,0.01,,25.0,160.0,120.0,7.4
26379,2017-05-30,RCA_AMAZONAS_AMA_LETICIA_LETICIA [48017010],AMAZONAS,LETICIA,-4.222527778,-69.94272222,0.3,,25.0,,4.3,140.0,0.35,0.006,,25.0,140.0,110.0,7.32
26380,2017-05-31,RCA_SURATA_SAN_BUCARAMANGA_MAJADAS [23197700],SANTANDER,BUCARAMANGA,7.160277778,-73.09305556,0.3,,14.0,,7.1,101.0,0.27,0.006,,17.6,29.0,18.0,8.06
26381,2017-05-31,RCA_DE ORO_SAN_PIEDECUESTA_CONQUISTADOR EL [23197430],SANTANDER,PIEDECUESTA,6.989444444,-73.04111111,0.3,,11.0,,7.1,101.0,0.17,0.006,,17.5,19.0,16.0,7.49
26382,2017-06-01,RCA_LAG.GUAMUEZ_NAR_PASTO_SINDAMANOY [47017580],NARIÑO,PASTO,1.135222222,-77.14719444,0.3,,12.0,,6.4,38.9,0.12,0.012,,16.2,4.5,2.0,7.73
